Image_no,,,,,,,Folder_No,,,,Pred_x,pred_y,Pred_label,Manual_label
122,0,0,12,13,8,12,2,1,0,0,4.7302293777,-5.6477293968,L,R
123,0,0,12,13,8,12,2,1,0,0,3.4532990456,-5.0302681923,L,R
124,0,0,12,13,8,12,2,1,0,0,4.2536997795,-6.4137301445,L,R
125,0,0,12,13,8,12,2,1,0,0,3.1812906265,-5.7344102859,L,R
126,0,0,12,13,8,12,2,1,0,0,3.4804568291,-5.2549891472,L,R
127,0,0,13,13,8,12,2,1,0,0,2.4254217148,-5.2618470192,L,R
128,0,0,13,13,8,12,2,1,0,0,2.5527219772,-3.3566412926,L,R
129,0,0,13,13,8,12,2,1,0,0,2.1553387642,-4.2403120995,L,R
130,0,0,13,13,8,12,2,1,0,0,2.4986844063,-3.8446857929,L,R
131,0,0,13,13,8,12,2,1,0,0,5.8935098648,-3.8973624706,L,L
132,0,0,13,13,8,12,2,1,0,0,6.224627018,-3.8921864033,L,L
133,0,0,13,13,8,12,2,1,0,0,5.9277763367,-5.4036421776,L,L
134,0,0,13,13,8,12,2,1,0,0,4.1808276176,-4.5470089912,L,L
135,0,0,13,13,8,12,2,1,0,0,4.6374855042,-4.3011240959,L,L
136,0,0,13,13,8,12,2,1,0,0,4.534406662,-4.3030123711,L,L
137,0,0,13,13,8,12,2,1,0,0,5.191010952,-4.951482296,L,L
138,0,0,13,13,8,12,2,1,0,0,5.032766819,-5.1234788895,L,L
139,0,0,13,13,8,12,2,1,0,0,4.8178420067,-5.6060929298,L,L
140,0,0,13,13,8,12,2,1,0,0,6.2654838562,-5.3164381981,L,L
141,0,0,13,13,8,12,2,1,0,0,6.696767807,-7.0052170753,L,L
142,0,0,13,13,8,12,2,1,0,0,5.9389023781,-5.5481324196,L,L
143,0,0,13,13,8,12,2,1,0,0,5.5806121826,-4.9944653511,L,L
144,0,0,13,13,8,12,2,1,0,0,5.6550188065,-4.9943928719,L,L
145,0,0,13,13,8,12,2,1,0,0,6.6645879745,-3.1817443371,L,L
146,0,0,13,13,8,12,2,1,0,0,5.2991762161,-4.2213654518,L,L
147,0,0,12,11,8,12,2,1,0,0,6.5637979507,-4.1176719666,L,L
148,0,0,12,13,8,12,2,1,0,0,7.4771294594,-3.0759022236,L,L
149,0,0,12,13,8,12,2,1,0,0,6.5178146362,-2.0548903942,L,L
150,0,0,12,13,8,12,2,1,0,0,5.9907164574,-1.803437233,L,L
151,0,0,12,11,8,12,2,1,0,0,5.5626277924,-3.0114533901,L,R
152,0,0,13,13,8,12,2,1,0,0,3.4679608345,-3.4264605045,L,R
153,0,0,13,13,8,12,2,1,0,0,5.5440988541,-4.9873070717,L,R
154,0,0,13,11,8,12,2,1,0,0,3.7722039223,-2.994325161,L,R
155,0,0,13,11,8,12,2,1,0,0,5.4940767288,-4.6823983192,L,R
156,0,0,13,11,8,12,2,1,0,0,6.0425271988,-5.1364784241,L,R
157,0,0,13,11,8,12,2,1,0,0,3.7094812393,-5.7530150414,L,R
158,0,0,12,11,8,12,2,1,0,0,3.5374555588,-4.2695784569,L,R
159,0,0,13,11,8,12,2,1,0,0,3.8528461456,-4.6464424133,L,R
160,0,0,12,11,8,12,2,1,0,0,3.5894727707,-4.8560118675,L,R
161,0,0,12,11,8,12,2,1,0,0,3.5600171089,-4.3204293251,L,R
162,0,0,13,11,8,12,2,1,0,0,3.898452282,-5.191473484,L,R
163,0,0,13,11,8,12,2,1,0,0,3.4575443268,-5.199889183,L,R
164,0,0,13,13,8,12,2,1,0,0,3.8893671036,-5.1724734306,L,R
165,0,0,13,13,8,12,2,1,0,0,3.1311011314,-5.4348082542,L,R
166,0,0,12,13,8,12,2,1,0,0,3.3953504562,-4.5300693512,L,R
167,0,0,12,13,8,12,2,1,0,0,3.7185440063,-4.4246096611,L,R
168,0,0,12,13,8,12,2,1,0,0,1.9861952066,-2.7363190651,R,R
169,0,0,12,13,8,12,2,1,0,0,4.325671196,-3.3746016026,L,R
170,0,0,12,11,8,12,2,1,0,0,6.1488928795,-3.1424210072,L,L
171,0,0,12,11,8,12,2,1,0,0,4.7660102844,-4.379011631,L,L
172,0,0,12,11,8,12,2,1,0,0,5.581861496,-2.9497499466,L,L
173,0,0,12,11,8,12,2,1,0,0,6.1559524536,-3.8212444782,L,L
174,0,0,13,13,8,12,2,1,0,0,6.7861557007,-6.0625982285,L,L
175,0,0,13,13,8,12,2,1,0,0,7.0678243637,-6.6611075401,L,L
176,0,0,12,11,8,12,2,1,0,0,8.6625108719,-1.3298060894,L,L
177,0,0,13,13,8,12,2,1,0,0,6.8334884644,-4.9438652992,L,L
178,0,0,13,13,8,12,2,1,0,0,6.9479436874,-4.5903081894,L,L
179,0,0,13,13,8,12,2,1,0,0,8.040895462,-5.1968846321,L,L
180,0,0,13,13,8,12,2,1,0,0,4.3159346581,-4.1877198219,L,L
182,0,0,13,13,8,12,2,1,0,0,7.3343057632,-6.3446393013,L,L
183,0,0,13,13,8,12,2,1,0,0,5.167142868,-4.3058457375,L,L
184,0,0,13,13,8,12,2,1,0,0,6.1732120514,-4.8321194649,L,L
185,0,0,13,13,8,12,2,1,0,0,6.5986289978,-3.1837043762,L,L
186,0,0,13,13,8,12,2,1,0,0,7.3935375214,-3.6209418774,L,L
187,0,0,13,13,8,12,2,1,0,0,7.5940589905,-3.6455717087,L,L
188,0,0,13,13,8,12,2,1,0,0,7.4707913399,-2.9493267536,L,L
189,0,0,13,13,8,12,2,1,0,0,7.3596029282,-4.3709816933,L,L
190,0,0,13,13,8,12,2,1,0,0,7.3128395081,-2.9799301624,L,L
191,0,0,13,13,8,12,2,1,0,0,7.1185269356,-3.4635624886,L,L
192,0,0,13,13,8,12,2,1,0,0,6.7439723015,-3.0659525394,L,L
193,0,0,13,13,8,12,2,1,0,0,6.6567163467,-2.8085176945,L,L
194,0,0,13,13,8,12,2,1,0,0,6.4184417725,-3.6019177437,L,L
195,0,0,13,13,8,12,2,1,0,0,6.4536910057,-3.9579467773,L,L
196,0,0,13,13,8,12,2,1,0,0,6.4970026016,-2.4043469429,L,L
197,0,0,13,13,8,12,2,1,0,0,4.1465053558,-1.7779422998,L,L
198,0,0,13,13,8,12,2,1,0,0,2.1241064072,-2.1568393707,L,R
199,0,0,13,13,8,12,2,1,0,0,1.9377058744,-2.7810809612,R,R
200,0,0,13,13,8,12,2,1,0,0,2.8553919792,-3.6399235725,L,R
201,0,0,13,13,8,12,2,1,0,0,5.7549343109,-3.310529232,L,L
202,0,0,13,13,8,12,2,1,0,0,5.8569722176,-3.2845780849,L,L
203,0,0,13,13,8,12,2,1,0,0,5.7843694687,-3.9407703876,L,L
204,0,0,13,13,8,12,2,1,0,0,6.6464424133,-3.3941743374,L,L
205,0,0,13,13,8,12,2,1,0,0,5.9973087311,-2.5749921799,L,L
206,0,0,13,13,8,12,2,1,0,0,7.3197813034,-4.2659106255,L,L
207,0,0,13,13,8,12,2,1,0,0,7.3469409943,-2.0048189163,L,L
208,0,0,13,13,8,12,2,1,0,0,6.7744312286,-2.2205469608,L,L
209,0,0,13,13,8,12,2,1,0,0,6.711083889,-1.1339520216,L,L
210,0,0,13,13,8,12,2,1,0,0,7.6707391739,-2.5963189602,L,L
211,0,0,13,13,8,12,2,1,0,0,7.0655784607,-2.0580861568,L,L
212,0,0,13,13,8,12,2,1,0,0,6.314166069,-1.8055491447,L,L
213,0,0,13,13,8,12,2,1,0,0,6.721408844,-2.1863422394,L,L
214,0,0,13,13,8,12,2,1,0,0,6.7261285782,-3.6423141956,L,L
215,0,0,13,13,8,12,2,1,0,0,6.4190855026,-3.1337769032,L,L
216,0,0,13,13,8,12,2,1,0,0,6.4916810989,-2.0964875221,L,L
217,0,0,13,13,8,12,2,1,0,0,4.8144373894,-4.1747102737,L,L
218,0,0,13,13,8,12,2,1,0,0,6.3918075562,-4.6669001579,L,L
219,0,0,13,13,8,12,2,1,0,0,5.7282290459,-2.2814147472,L,L
220,0,0,13,13,8,12,2,1,0,0,5.4671516418,-3.080539465,L,L
221,0,0,13,13,8,12,2,1,0,0,5.9115524292,-1.9963845015,L,L
222,0,0,13,13,8,12,2,1,0,0,6.5113501549,-3.4724571705,L,L
223,0,0,13,13,8,12,2,1,0,0,7.2546663284,-3.4093954563,L,L
224,0,0,13,13,8,12,2,1,0,0,7.5031471252,-2.7169365883,L,L
225,0,0,13,13,8,12,2,1,0,0,6.9593200684,-3.2058227062,L,L
226,0,0,13,13,8,12,2,1,0,0,7.1505541801,-3.854060173,L,L
227,0,0,13,13,8,12,2,1,0,0,8.3046951294,-3.3543303013,L,L
228,0,0,13,13,8,12,2,1,0,0,7.5474452972,-4.1554598808,L,L
229,0,0,13,13,8,12,2,1,0,0,6.6601934433,-2.561675787,L,L
230,0,0,13,13,8,12,2,1,0,0,6.7301235199,-4.2312035561,L,L
231,0,0,13,13,8,12,2,1,0,0,6.1486735344,-4.3772273064,L,L
232,0,0,13,13,8,12,2,1,0,0,7.1968722343,-4.4659023285,L,L
233,0,0,13,13,8,12,2,1,0,0,6.3282413483,-4.7030816078,L,L
234,0,0,13,13,8,12,2,1,0,0,6.2788515091,-3.6427304745,L,L
235,0,0,13,13,8,12,2,1,0,0,7.5956940651,-3.8039777279,L,L
236,0,0,13,13,8,12,2,1,0,0,7.5805644989,-5.27216959,L,L
237,0,0,13,13,8,12,2,1,0,0,2.42908144,-4.3696212769,L,R
1,0,0,5,6,8,12,5,1,0,0,2.10131073,-4.1213717461,L,R
2,0,0,5,6,8,12,5,1,0,0,2.10131073,-4.1213717461,L,R
3,0,0,5,6,8,12,5,1,0,0,2.10131073,-4.1213717461,L,R
4,0,0,5,6,8,12,5,1,0,0,2.10131073,-4.1213717461,L,R
5,0,0,5,6,8,12,5,1,0,0,2.10131073,-4.1213717461,L,R
6,0,0,5,6,8,12,5,1,0,0,2.10131073,-4.1213717461,L,R
7,0,0,6,6,6,10,5,1,0,0,2.7469100952,-6.0260004997,L,R
8,0,0,6,6,6,10,5,1,0,0,2.7469100952,-6.0260004997,L,R
9,0,0,6,6,6,10,5,1,0,0,2.7469100952,-6.0260004997,L,R
10,0,0,6,6,6,10,5,1,0,0,2.7469100952,-6.0260004997,L,R
11,0,0,6,6,6,10,5,1,0,0,5.3863573074,-4.3744397163,L,R
12,0,0,6,6,6,10,5,1,0,0,5.3863573074,-4.3744397163,L,R
13,0,0,6,6,6,10,5,1,0,0,5.3863573074,-4.3744397163,L,R
14,0,0,6,6,6,10,5,1,0,0,5.3863573074,-4.3744397163,L,R
15,0,0,6,6,6,10,5,1,0,0,5.2392139435,-3.6076543331,L,R
16,0,0,6,6,6,10,5,1,0,0,5.2392139435,-3.6076543331,L,R
17,0,0,6,6,6,10,5,1,0,0,5.2392139435,-3.6076543331,L,R
18,0,0,5,6,8,12,5,1,0,0,4.1563739777,-2.1342046261,L,R
19,0,0,5,6,8,12,5,1,0,0,4.1563739777,-2.1342046261,L,R
20,0,0,5,6,8,12,5,1,0,0,4.1563739777,-2.1342046261,L,R
21,0,0,6,6,6,10,5,1,0,0,4.8796386719,-4.3570179939,L,R
22,0,0,6,6,6,10,5,1,0,0,4.8796386719,-4.3570179939,L,R
23,0,0,6,6,6,10,5,1,0,0,4.8796386719,-4.3570179939,L,R
24,0,0,5,6,8,12,5,1,0,0,5.5117731094,-0.55378896,L,R
25,0,0,5,6,8,12,5,1,0,0,5.5117731094,-0.55378896,L,R
26,0,0,5,6,8,12,5,1,0,0,5.5117731094,-0.55378896,L,R
27,0,0,5,6,8,12,5,1,0,0,5.5117731094,-0.55378896,L,R
28,0,0,5,6,8,12,5,1,0,0,5.1881227493,-1.4414387941,L,R
29,0,0,5,6,8,12,5,1,0,0,5.1881227493,-1.4414387941,L,R
30,0,0,5,6,8,12,5,1,0,0,5.1881227493,-1.4414387941,L,R
31,0,0,5,6,8,12,5,1,0,0,4.7943224907,-1.6706478596,L,R
32,0,0,5,6,8,12,5,1,0,0,4.7943224907,-1.6706478596,L,R
33,0,0,5,6,8,12,5,1,0,0,4.7943224907,-1.6706478596,L,R
34,0,0,5,6,8,12,5,1,0,0,5.1641235352,-2.4176721573,L,R
35,0,0,5,6,8,12,5,1,0,0,5.1641235352,-2.4176721573,L,R
36,0,0,5,6,8,12,5,1,0,0,5.1641235352,-2.4176721573,L,R
37,0,0,6,6,6,10,5,1,0,0,12.5897874832,-2.465215683,L,L
38,0,0,6,6,6,10,5,1,0,0,12.5897874832,-2.465215683,L,L
39,0,0,6,6,6,10,5,1,0,0,12.5897874832,-2.465215683,L,L
40,0,0,5,6,8,12,5,1,0,0,11.5828456879,0.0939759761,L,L
41,0,0,5,6,8,12,5,1,0,0,11.5828456879,0.0939759761,L,L
42,0,0,5,6,8,12,5,1,0,0,11.5828456879,0.0939759761,L,L
43,0,0,6,6,6,10,5,1,0,0,12.1665258408,-0.9857823253,L,L
44,0,0,6,6,6,10,5,1,0,0,12.1665258408,-0.9857823253,L,L
45,0,0,6,6,6,10,5,1,0,0,12.1665258408,-0.9857823253,L,L
46,0,0,6,6,6,10,5,1,0,0,12.1665258408,-0.9857823253,L,L
47,0,0,6,6,6,10,5,1,0,0,10.1329936981,-0.8877299428,L,L
48,0,0,6,6,6,10,5,1,0,0,10.1329936981,-0.8877299428,L,L
49,0,0,6,6,6,10,5,1,0,0,10.1329936981,-0.8877299428,L,L
50,0,0,6,6,6,10,5,1,0,0,9.4242267609,-1.4359573126,L,L
51,0,0,6,6,6,10,5,1,0,0,9.4242267609,-1.4359573126,L,L
52,0,0,6,6,6,10,5,1,0,0,9.4242267609,-1.4359573126,L,L
53,0,0,6,6,6,10,5,1,0,0,4.3550977707,-2.977055788,L,R
54,0,0,6,6,6,10,5,1,0,0,4.3550977707,-2.977055788,L,R
55,0,0,6,6,6,10,5,1,0,0,4.3550977707,-2.977055788,L,R
56,0,0,6,6,6,10,5,1,0,0,2.9615087509,-3.3763027191,L,R
57,0,0,6,6,6,10,5,1,0,0,2.9615087509,-3.3763027191,L,R
58,0,0,6,6,6,10,5,1,0,0,2.9615087509,-3.3763027191,L,R
59,0,0,6,6,6,10,5,1,0,0,2.5161290169,-3.7355775833,L,R
60,0,0,6,6,6,10,5,1,0,0,2.5161290169,-3.7355775833,L,R
61,0,0,6,6,6,10,5,1,0,0,2.5161290169,-3.7355775833,L,R
62,0,0,5,6,8,12,5,1,0,0,2.0333600044,-2.073060751,L,R
63,0,0,5,6,8,12,5,1,0,0,2.0333600044,-2.073060751,L,R
64,0,0,5,6,8,12,5,1,0,0,2.0333600044,-2.073060751,L,R
65,0,0,5,6,8,12,5,1,0,0,1.633488059,-2.059450388,R,R
66,0,0,5,6,8,12,5,1,0,0,1.633488059,-2.059450388,R,R
67,0,0,5,6,8,12,5,1,0,0,1.633488059,-2.059450388,R,R
68,0,0,5,6,8,12,5,1,0,0,8.020980835,-2.414773941,L,L
69,0,0,5,6,8,12,5,1,0,0,8.020980835,-2.414773941,L,L
70,0,0,5,6,8,12,5,1,0,0,8.020980835,-2.414773941,L,L
71,0,0,5,6,8,12,5,1,0,0,7.5923337936,-1.1136628389,L,L
72,0,0,5,6,8,12,5,1,0,0,7.5923337936,-1.1136628389,L,L
73,0,0,5,6,8,12,5,1,0,0,7.5923337936,-1.1136628389,L,L
74,0,0,5,6,8,12,5,1,0,0,8.1971263885,-1.3077794313,L,L
75,0,0,5,6,8,12,5,1,0,0,8.1971263885,-1.3077794313,L,L
76,0,0,5,6,8,12,5,1,0,0,8.1971263885,-1.3077794313,L,L
77,0,0,5,6,8,12,5,1,0,0,8.1971263885,-1.3077794313,L,L
78,0,0,5,6,8,12,5,1,0,0,8.3697147369,-1.3856124878,L,L
79,0,0,5,6,8,12,5,1,0,0,8.3697147369,-1.3856124878,L,L
80,0,0,5,6,8,12,5,1,0,0,8.3697147369,-1.3856124878,L,L
81,0,0,5,6,8,12,5,1,0,0,8.2757015228,-0.1807125062,L,L
82,0,0,5,6,8,12,5,1,0,0,8.2757015228,-0.1807125062,L,L
83,0,0,5,6,8,12,5,1,0,0,8.2757015228,-0.1807125062,L,L
84,0,0,5,6,8,12,5,1,0,0,8.044043541,0.6132749915,L,L
85,0,0,5,6,8,12,5,1,0,0,8.044043541,0.6132749915,L,L
86,0,0,5,6,8,12,5,1,0,0,8.044043541,0.6132749915,L,L
87,0,0,5,6,8,12,5,1,0,0,8.0729942322,-0.1347565502,L,L
88,0,0,5,6,8,12,5,1,0,0,8.0729942322,-0.1347565502,L,L
89,0,0,5,6,8,12,5,1,0,0,8.0729942322,-0.1347565502,L,L
90,0,0,5,6,8,12,5,1,0,0,7.5732488632,-0.2596870661,L,L
91,0,0,5,6,8,12,5,1,0,0,7.5732488632,-0.2596870661,L,L
92,0,0,5,6,8,12,5,1,0,0,7.5732488632,-0.2596870661,L,L
93,0,0,5,6,8,12,5,1,0,0,7.5732488632,-0.2596870661,L,L
94,0,0,5,6,8,12,5,1,0,0,7.3651161194,0.3207730055,L,L
95,0,0,5,6,8,12,5,1,0,0,7.3651161194,0.3207730055,L,L
96,0,0,5,6,8,12,5,1,0,0,7.3651161194,0.3207730055,L,L
97,0,0,5,6,8,12,5,1,0,0,6.8543324471,-0.6640228033,L,L
98,0,0,5,6,8,12,5,1,0,0,6.8543324471,-0.6640228033,L,L
99,0,0,5,6,8,12,5,1,0,0,6.8543324471,-0.6640228033,L,L
100,0,0,6,6,6,10,5,1,0,0,8.9406318665,-4.9729661942,L,L
101,0,0,6,6,6,10,5,1,0,0,8.9406318665,-4.9729661942,L,L
106,0,0,6,6,6,10,5,1,0,0,8.5191192627,-2.9507510662,L,L
107,0,0,6,6,6,10,5,1,0,0,8.5191192627,-2.9507510662,L,L
108,0,0,6,6,6,10,5,1,0,0,8.5191192627,-2.9507510662,L,L
109,0,0,6,6,6,10,5,1,0,0,8.6685218811,-1.7904809713,L,L
110,0,0,6,6,6,10,5,1,0,0,8.6685218811,-1.7904809713,L,L
111,0,0,6,6,6,10,5,1,0,0,8.6685218811,-1.7904809713,L,L
112,0,0,6,6,6,10,5,1,0,0,2.9188070297,-4.3505196571,L,R
113,0,0,6,6,6,10,5,1,0,0,2.9188070297,-4.3505196571,L,R
114,0,0,6,6,6,10,5,1,0,0,2.9188070297,-4.3505196571,L,R
115,0,0,6,6,6,10,5,1,0,0,1.6915230751,-4.2152218819,R,R
116,0,0,6,6,6,10,5,1,0,0,1.6915230751,-4.2152218819,R,R
117,0,0,6,6,6,10,5,1,0,0,1.6915230751,-4.2152218819,R,R
118,0,0,6,6,6,10,5,1,0,0,1.6915230751,-4.2152218819,R,R
119,0,0,6,6,6,10,5,1,0,0,0.4796863794,-6.0497851372,R,R
120,0,0,6,6,6,10,5,1,0,0,0.4796863794,-6.0497851372,R,R
121,0,0,6,6,6,10,5,1,0,0,0.4796863794,-6.0497851372,R,R
122,0,0,6,6,6,10,5,1,0,0,0.2417165041,-5.5948090553,R,R
123,0,0,6,6,6,10,5,1,0,0,0.2417165041,-5.5948090553,R,R
124,0,0,6,6,6,10,5,1,0,0,0.2417165041,-5.5948090553,R,R
125,0,0,5,6,8,12,5,1,0,0,-0.7628029585,-4.282037735,R,R
126,0,0,5,6,8,12,5,1,0,0,-0.7628029585,-4.282037735,R,R
127,0,0,6,6,6,10,5,1,0,0,-0.4140857458,-6.8645138741,R,R
128,0,0,6,6,6,10,5,1,0,0,-0.4140857458,-6.8645138741,R,R
129,0,0,6,6,6,10,5,1,0,0,-0.4140857458,-6.8645138741,R,R
130,0,0,5,6,8,12,5,1,0,0,-0.8214127421,-3.4804508686,R,R
131,0,0,5,6,8,12,5,1,0,0,-0.8214127421,-3.4804508686,R,R
132,0,0,5,6,8,12,5,1,0,0,-0.8214127421,-3.4804508686,R,R
133,0,0,5,6,8,12,5,1,0,0,-0.1172601879,-2.9920222759,R,R
134,0,0,5,6,8,12,5,1,0,0,-0.1172601879,-2.9920222759,R,R
135,0,0,5,6,8,12,5,1,0,0,-0.1172601879,-2.9920222759,R,R
136,0,0,5,6,8,12,5,1,0,0,-0.4479213655,-2.9376103878,R,R
137,0,0,5,6,8,12,5,1,0,0,-0.4479213655,-2.9376103878,R,R
138,0,0,5,6,8,12,5,1,0,0,-0.4479213655,-2.9376103878,R,R
139,0,0,5,6,8,12,5,1,0,0,7.6190171242,0.1848925501,L,L
140,0,0,5,6,8,12,5,1,0,0,7.6190171242,0.1848925501,L,L
141,0,0,5,6,8,12,5,1,0,0,7.6190171242,0.1848925501,L,L
142,0,0,6,6,6,10,5,1,0,0,9.376285553,-1.2476798296,L,L
143,0,0,6,6,6,10,5,1,0,0,9.376285553,-1.2476798296,L,L
144,0,0,6,6,6,10,5,1,0,0,9.376285553,-1.2476798296,L,L
145,0,0,6,6,6,10,5,1,0,0,9.4000606537,-1.4838681221,L,L
146,0,0,6,6,6,10,5,1,0,0,9.4000606537,-1.4838681221,L,L
147,0,0,6,6,6,10,5,1,0,0,9.4000606537,-1.4838681221,L,L
148,0,0,6,6,6,10,5,1,0,0,9.8515834808,-2.7965271473,L,L
149,0,0,6,6,6,10,5,1,0,0,9.8515834808,-2.7965271473,L,L
150,0,0,6,6,6,10,5,1,0,0,9.8515834808,-2.7965271473,L,L
151,0,0,6,6,6,10,5,1,0,0,9.8515834808,-2.7965271473,L,L
152,0,0,6,6,6,10,5,1,0,0,7.6475548744,-1.3119601011,L,L
153,0,0,6,6,6,10,5,1,0,0,7.6475548744,-1.3119601011,L,L
154,0,0,6,6,6,10,5,1,0,0,7.6475548744,-1.3119601011,L,L
155,0,0,6,6,6,10,5,1,0,0,3.4581184387,1.2639465332,L,R
156,0,0,6,6,6,10,5,1,0,0,3.4581184387,1.2639465332,L,R
157,0,0,6,6,6,10,5,1,0,0,3.4581184387,1.2639465332,L,R
158,0,0,6,6,6,10,5,1,0,0,3.6252098083,-0.8733857274,L,R
159,0,0,6,6,6,10,5,1,0,0,3.6252098083,-0.8733857274,L,R
160,0,0,6,6,6,10,5,1,0,0,3.6252098083,-0.8733857274,L,R
161,0,0,6,6,6,10,5,1,0,0,3.6252098083,-0.8733857274,L,R
162,0,0,6,6,6,10,5,1,0,0,7.2816166878,-1.6692764759,L,L
163,0,0,6,6,6,10,5,1,0,0,7.2816166878,-1.6692764759,L,L
164,0,0,6,6,6,10,5,1,0,0,7.2816166878,-1.6692764759,L,L
165,0,0,6,6,6,10,5,1,0,0,7.3294143677,-2.1110835075,L,L
166,0,0,6,6,6,10,5,1,0,0,7.3294143677,-2.1110835075,L,L
167,0,0,6,6,6,10,5,1,0,0,7.3294143677,-2.1110835075,L,L
168,0,0,6,6,6,10,5,1,0,0,8.008146286,-2.9353675842,L,L
169,0,0,6,6,6,10,5,1,0,0,8.008146286,-2.9353675842,L,L
170,0,0,6,6,6,10,5,1,0,0,8.008146286,-2.9353675842,L,L
171,0,0,6,6,6,10,5,1,0,0,2.9635896683,0.2020960301,L,R
172,0,0,6,6,6,10,5,1,0,0,2.9635896683,0.2020960301,L,R
173,0,0,6,6,6,10,5,1,0,0,2.9635896683,0.2020960301,L,R
174,0,0,5,6,8,12,5,1,0,0,1.2751358747,0.1839171201,R,R
175,0,0,5,6,8,12,5,1,0,0,1.2751358747,0.1839171201,R,R
176,0,0,5,6,8,12,5,1,0,0,1.2751358747,0.1839171201,R,R
177,0,0,5,6,8,12,5,1,0,0,1.2751358747,0.1839171201,R,R
178,0,0,5,6,8,12,5,1,0,0,1.0535672903,-0.527857244,R,R
179,0,0,5,6,8,12,5,1,0,0,1.0535672903,-0.527857244,R,R
180,0,0,5,6,8,12,5,1,0,0,2.0428576469,-0.321093142,L,R
181,0,0,5,6,8,12,5,1,0,0,2.0428576469,-0.321093142,L,R
182,0,0,5,6,8,12,5,1,0,0,2.0428576469,-0.321093142,L,R
183,0,0,5,6,8,12,5,1,0,0,3.9903731346,0.2486818284,L,L
184,0,0,5,6,8,12,5,1,0,0,3.9903731346,0.2486818284,L,L
185,0,0,5,6,8,12,5,1,0,0,3.9903731346,0.2486818284,L,L
186,0,0,5,6,8,12,5,1,0,0,4.8340935707,0.3536263704,L,L
187,0,0,5,6,8,12,5,1,0,0,4.8340935707,0.3536263704,L,L
188,0,0,5,6,8,12,5,1,0,0,4.8340935707,0.3536263704,L,L
189,0,0,5,6,8,12,5,1,0,0,5.6139945984,0.9229165912,L,L
190,0,0,5,6,8,12,5,1,0,0,5.6139945984,0.9229165912,L,L
191,0,0,5,6,8,12,5,1,0,0,5.6139945984,0.9229165912,L,L
192,0,0,5,6,8,12,5,1,0,0,4.1740055084,-1.0225765705,L,L
193,0,0,5,6,8,12,5,1,0,0,4.1740055084,-1.0225765705,L,L
194,0,0,5,6,8,12,5,1,0,0,4.1740055084,-1.0225765705,L,L
195,0,0,5,6,8,12,5,1,0,0,4.1740055084,-1.0225765705,L,L
196,0,0,5,6,8,12,5,1,0,0,5.4487838745,-1.7998837233,L,L
197,0,0,5,6,8,12,5,1,0,0,5.4487838745,-1.7998837233,L,L
198,0,0,5,6,8,12,5,1,0,0,5.8949341774,-0.8387608528,L,L
199,0,0,5,6,8,12,5,1,0,0,5.8949341774,-0.8387608528,L,L
200,0,0,5,6,8,12,5,1,0,0,5.8949341774,-0.8387608528,L,L
201,0,0,5,6,8,12,5,1,0,0,5.8949341774,-0.8387608528,L,L
202,0,0,5,6,8,12,5,1,0,0,5.0483207703,0.3353429437,L,L
203,0,0,5,6,8,12,5,1,0,0,5.0483207703,0.3353429437,L,L
204,0,0,5,6,8,12,5,1,0,0,5.0483207703,0.3353429437,L,L
208,0,0,6,6,6,10,5,1,0,0,1.9110206366,-4.671423912,R,R
209,0,0,6,6,6,10,5,1,0,0,1.9110206366,-4.671423912,R,R
210,0,0,6,6,6,10,5,1,0,0,1.9110206366,-4.671423912,R,R
211,0,0,6,6,6,10,5,1,0,0,1.9110206366,-4.671423912,R,R
212,0,0,5,6,8,12,5,1,0,0,0.663826108,-3.5077373981,R,R
213,0,0,5,6,8,12,5,1,0,0,0.663826108,-3.5077373981,R,R
214,0,0,5,6,8,12,5,1,0,0,0.663826108,-3.5077373981,R,R
215,0,0,5,6,8,12,5,1,0,0,1.3245462179,-3.0825550556,R,R
216,0,0,5,6,8,12,5,1,0,0,1.3245462179,-3.0825550556,R,R
217,0,0,5,6,8,12,5,1,0,0,1.3245462179,-3.0825550556,R,R
218,0,0,5,6,8,12,5,1,0,0,1.8197840452,-1.2917721272,R,R
219,0,0,5,6,8,12,5,1,0,0,1.8197840452,-1.2917721272,R,R
220,0,0,5,6,8,12,5,1,0,0,1.8197840452,-1.2917721272,R,R
221,0,0,5,6,8,12,5,1,0,0,2.7220683098,-0.031156227,L,R
222,0,0,5,6,8,12,5,1,0,0,2.7220683098,-0.031156227,L,R
223,0,0,5,6,8,12,5,1,0,0,2.7220683098,-0.031156227,L,R
224,0,0,5,6,8,12,5,1,0,0,4.4736967087,-0.0990313143,L,L
225,0,0,5,6,8,12,5,1,0,0,4.4736967087,-0.0990313143,L,L
226,0,0,5,6,8,12,5,1,0,0,4.4736967087,-0.0990313143,L,L
227,0,0,6,6,6,10,5,1,0,0,7.634057045,-0.5546539426,L,L
228,0,0,6,6,6,10,5,1,0,0,7.634057045,-0.5546539426,L,L
229,0,0,6,6,6,10,5,1,0,0,7.634057045,-0.5546539426,L,L
230,0,0,5,6,8,12,5,1,0,0,3.7610683441,-2.0342702866,L,L
231,0,0,5,6,8,12,5,1,0,0,3.7610683441,-2.0342702866,L,L
232,0,0,5,6,8,12,5,1,0,0,3.7610683441,-2.0342702866,L,L
233,0,0,5,6,8,12,5,1,0,0,0.2712487578,-2.6121146679,R,R
234,0,0,5,6,8,12,5,1,0,0,0.2712487578,-2.6121146679,R,R
